source_city,source_country,dest_city,dest_country
Kiev,Ukraine,Treviso,Italy
Katowice,Poland,Kiev,Ukraine
Lvov,Ukraine,Bergamo,Italy
Lvov,Ukraine,Dortmund,Germany
Lvov,Ukraine,Rome,Italy
Lvov,Ukraine,Naples,Italy
Lvov,Ukraine,Treviso,Italy
Naples,Italy,Lvov,Ukraine
Treviso,Italy,Kiev,Ukraine
Treviso,Italy,Lvov,Ukraine
Cardiff,United Kingdom,Edinburgh,United Kingdom
Cardiff,United Kingdom,Glasgow,United Kingdom
Dresden,Germany,London,United Kingdom
Edinburgh,United Kingdom,Cardiff,United Kingdom
Florence,Italy,London,United Kingdom
Glasgow,United Kingdom,Cardiff,United Kingdom
London,United Kingdom,Dresden,Germany
London,United Kingdom,Florence,Italy
Basel,Switzerland,Zweibruecken,Germany
Cologne,Germany,Munich,Germany
Hamburg,Germany,Frankfurt,Germany
Munich,Germany,Duesseldorf,Germany
Nuernberg,Germany,Zweibruecken,Germany
Stuttgart,Germany,Munich,Germany
Linz,Austria,Salzburg,Austria
Dnepropetrovsk,Ukraine,Kiev,Ukraine
Dnepropetrovsk,Ukraine,Vienna,Austria
Ivano-Frankivsk,Ukraine,Kiev,Ukraine
Kiev,Ukraine,Dnepropetrovsk,Ukraine
Kiev,Ukraine,Ivano-Frankivsk,Ukraine
Kiev,Ukraine,Sevastopol,Ukraine
Sevastopol,Ukraine,Kiev,Ukraine
Vienna,Austria,Dnepropetrovsk,Ukraine
Birmingham,United Kingdom,Rome,Italy
Birmingham,United Kingdom,Venice,Italy
Rome,Italy,Birmingham,United Kingdom
Rome,Italy,London,United Kingdom
London,United Kingdom,Venice,Italy
London,United Kingdom,Villafranca,Italy
London,United Kingdom,Rome,Italy
London,United Kingdom,Naples,Italy
Manchester,United Kingdom,Naples,Italy
Manchester,United Kingdom,Venice,Italy
Manchester,United Kingdom,Villafranca,Italy
Naples,Italy,London,United Kingdom
Naples,Italy,Manchester,United Kingdom
Venice,Italy,Birmingham,United Kingdom
Venice,Italy,London,United Kingdom
Venice,Italy,Manchester,United Kingdom
Villafranca,Italy,London,United Kingdom
Villafranca,Italy,Manchester,United Kingdom
